gender,dob,Age,commune,created_at,department,education_level,university,current_employed,formal_sector_job,have_computer_home,internet_at_home,hear_AA_1,after_AA,quest_id,Commune_en,Commune_Id,Departement,Study Domain,Payment Method
male,1980-09-19,40.0,HT0112,2021-02-18,HT01,Other,unknown,No,unknown,Yes,Yes,LinkedIn,Switching careers,9063ee78-ce95-11eb-a8d6-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1992-12-30,28.0,HT0112,2021-02-18,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90642613-ce95-11eb-8b26-7c67a234f601,Delmas,HT0112,West,Computer Science,Moncash
male,1997-12-02,23.0,HT0112,2021-02-18,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90642614-ce95-11eb-8db0-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1997-12-02,23.0,HT0112,2021-02-18,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90642614-ce95-11eb-8db0-7c67a234f601,Delmas,HT0112,West,Management,Unpaid
male,1990-01-30,31.0,HT0112,2021-02-18,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Friend,Finding a job/internship,90643c59-ce95-11eb-aec2-7c67a234f601,Delmas,HT0112,West,Electrical Engineering,Unpaid
male,1990-01-30,31.0,HT0112,2021-02-18,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Friend,Finding a job/internship,90643c59-ce95-11eb-aec2-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1996-06-21,24.0,HT0112,2021-02-18,HT01,Other,unknown,Yes,Yes,Yes,Yes,Friend,Training to start my own company,90643c5a-ce95-11eb-b510-7c67a234f601,Delmas,HT0112,West,Computer Science,Moncash
male,1991-05-29,30.0,HT0112,2021-02-18,HT01,Other,unknown,No,unknown,Yes,No,Friend,Training to start my own company,90646353-ce95-11eb-9f27-7c67a234f601,Delmas,HT0112,West,other,Unpaid
male,1974-09-19,46.0,HT0112,2021-02-18,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,LinkedIn,Training to start my own company,90646354-ce95-11eb-a5c9-7c67a234f601,Delmas,HT0112,West,Economics,Unpaid
male,1994-12-29,26.0,HT0112,2021-02-18,HT01,Bachelors (bacc +4),Quisqueya University,No,unknown,Yes,No,Friend,Switching careers,90646355-ce95-11eb-ae9f-7c67a234f601,Delmas,HT0112,West,other,Unpaid
female,1997-10-16,23.0,HT0112,2021-02-18,HT01,Other,unknown,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,9064923a-ce95-11eb-a2ad-7c67a234f601,Delmas,HT0112,West,Economics,Moncash
male,2021-08-14,26.76950354609929,HT0112,2021-02-18,HT01,Other,unknown,No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9064923b-ce95-11eb-a771-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1998-06-07,23.0,HT0112,2021-02-18,HT01,Other,unknown,No,unknown,Yes,Yes,Friend,Finding a job/internship,9064b6be-ce95-11eb-b2ac-7c67a234f601,Delmas,HT0112,West,Computer Science,Moncash
male,1998-06-07,23.0,HT0112,2021-02-18,HT01,Other,unknown,No,unknown,Yes,Yes,Friend,Finding a job/internship,9064b6be-ce95-11eb-b2ac-7c67a234f601,Delmas,HT0112,West,other,Moncash
male,1998-06-07,23.0,HT0112,2021-02-18,HT01,Other,unknown,No,unknown,Yes,Yes,Friend,Finding a job/internship,9064b6be-ce95-11eb-b2ac-7c67a234f601,Delmas,HT0112,West,Management,Moncash
male,1991-01-30,30.0,HT0112,2021-02-19,HT01,Other,unknown,No,unknown,Yes,No,WhatsApp,Finding a job/internship,9064c427-ce95-11eb-9d48-7c67a234f601,Delmas,HT0112,West,other,Unpaid
male,1991-03-19,30.0,HT0112,2021-02-19,HT01,Bachelors (bacc +4),Université INUKA,No,unknown,Yes,No,Friend,Improving my data analysis skills,9064c428-ce95-11eb-a021-7c67a234f601,Delmas,HT0112,West,Computer Science,Moncash
male,1989-04-14,32.0,HT0112,2021-02-19,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,9064d839-ce95-11eb-8172-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1988-01-05,33.0,HT0112,2021-02-19,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,9064d83a-ce95-11eb-9bef-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1987-01-20,34.0,HT0112,2021-02-20,HT01,Bachelors (bacc +4),Université INUKA,Yes,Yes,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,9064d83b-ce95-11eb-a034-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1991-04-21,30.0,HT0112,2021-02-20,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,No,Yes,Yes,Friend,Improving my data analysis skills,9064d83c-ce95-11eb-bc96-7c67a234f601,Delmas,HT0112,West,Accounting,Unpaid
male,1991-04-21,30.0,HT0112,2021-02-20,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,No,Yes,Yes,Friend,Improving my data analysis skills,9064d83c-ce95-11eb-bc96-7c67a234f601,Delmas,HT0112,West,Management,Unpaid
male,1997-12-06,23.0,HT0112,2021-02-20,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,9064ff26-ce95-11eb-8428-7c67a234f601,Delmas,HT0112,West,Accounting,Moncash
male,1990-07-13,30.0,HT0112,2021-02-21,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,LinkedIn,Finding a job/internship,9064ff27-ce95-11eb-aaa6-7c67a234f601,Delmas,HT0112,West,other,Moncash
female,1989-06-17,32.0,HT0112,2021-02-23,HT01,Masters,Ecole Supérieure d'Infotronique d'Haïti (ESIH),Yes,Yes,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,9064ff28-ce95-11eb-857f-7c67a234f601,Delmas,HT0112,West,Computer Science,Credit Card/Paypal
female,1986-08-28,34.0,HT0112,2021-02-23,HT01,Masters,other,No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,9064ff29-ce95-11eb-a3d3-7c67a234f601,Delmas,HT0112,West,Computer Science,Credit Card/Paypal
male,1994-06-01,27.0,HT0112,2021-02-23,HT01,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Mentorship,9064ff2a-ce95-11eb-8430-7c67a234f601,Delmas,HT0112,West,other,Unpaid
male,1996-12-14,24.0,HT0112,2021-02-24,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Friend,Finding a job/internship,90652a93-ce95-11eb-a8af-7c67a234f601,Delmas,HT0112,West,Computer Science,Moncash
female,1994-07-17,26.0,HT0112,2021-02-25,HT01,Other,unknown,No,unknown,No,No,Bootcamp Alumni,Finding a job/internship,90652a94-ce95-11eb-892d-7c67a234f601,Delmas,HT0112,West,other,Unpaid
male,1994-03-23,27.0,HT0112,2021-02-25,HT01,Bachelors (bacc +4),Université INUKA,No,unknown,Yes,Yes,Ayiti Analytics Website,Mentorship,90652a95-ce95-11eb-8845-7c67a234f601,Delmas,HT0112,West,other,Unpaid
male,1995-11-06,25.0,HT0112,2021-02-25,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,LinkedIn,Improving my data analysis skills,90652a96-ce95-11eb-97b2-7c67a234f601,Delmas,HT0112,West,Statistics,Unpaid
male,1994-04-09,27.0,HT0112,2021-02-26,HT01,Other,unknown,Yes,Yes,Yes,Yes,Friend,Training to start my own company,906555be-ce95-11eb-9d03-7c67a234f601,Delmas,HT0112,West,Management,Unpaid
male,1997-12-13,23.0,HT0112,2021-02-27,HT01,High School (16 years),unknown,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906555bf-ce95-11eb-92ac-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1998-10-21,22.0,HT0112,2021-02-27,HT01,Other,unknown,No,unknown,Yes,Yes,Friend,Switching careers,906555c0-ce95-11eb-a091-7c67a234f601,Delmas,HT0112,West,Management,Unpaid
male,1991-07-11,29.0,HT0112,2021-03-01,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,ESIH,Finding a job/internship,906555c1-ce95-11eb-95e0-7c67a234f601,Delmas,HT0112,West,Computer Science,Moncash
female,1988-11-17,32.0,HT0112,2021-03-03,HT01,Masters,other,No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9065740c-ce95-11eb-968f-7c67a234f601,Delmas,HT0112,West,Statistics,Credit Card/Paypal
male,1980-10-20,40.0,HT0112,2021-03-03,HT01,Bachelors (bacc +4),other,No,unknown,No,No,Facebook,Training to start my own company,90658229-ce95-11eb-ab19-7c67a234f601,Delmas,HT0112,West,other,Unpaid
female,,26.0,HT0112,2021-03-03,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9065822a-ce95-11eb-9df5-7c67a234f601,Delmas,HT0112,West,other,Unpaid
male,1970-07-12,50.0,HT0112,2021-03-05,HT01,Masters,other,Yes,Yes,Yes,Yes,other,Improving my data analysis skills,9065822b-ce95-11eb-a3e6-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1996-06-23,24.0,HT0112,2021-03-06,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90659aff-ce95-11eb-bcbe-7c67a234f601,Delmas,HT0112,West,Management,Moncash
male,1997-12-31,23.0,HT0112,2021-03-06,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,90659b00-ce95-11eb-9e8f-7c67a234f601,Delmas,HT0112,West,Statistics,Moncash
male,1997-12-31,23.0,HT0112,2021-03-06,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,90659b00-ce95-11eb-9e8f-7c67a234f601,Delmas,HT0112,West,Economics,Moncash
male,1994-03-27,27.0,HT0112,2021-03-06,HT01,Bachelors (bacc +4),Université INUKA,No,unknown,Yes,No,Friend,Improving my data analysis skills,90659b01-ce95-11eb-b7ea-7c67a234f601,Delmas,HT0112,West,Computer Science,Moncash
male,1990-03-19,31.0,HT0112,2021-03-07,HT01,"Doctorate (PhD, MD, JD)",other,Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,90659b02-ce95-11eb-a379-7c67a234f601,Delmas,HT0112,West,Medicine,Unpaid
male,1996-10-15,24.0,HT0112,2021-03-08,HT01,Bachelors (bacc +4),other,No,unknown,No,Yes,Facebook,Finding a job/internship,9065e939-ce95-11eb-9702-7c67a234f601,Delmas,HT0112,West,Management,Unpaid
female,1997-06-09,24.0,HT0112,2021-03-10,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9065e93a-ce95-11eb-887d-7c67a234f601,Delmas,HT0112,West,Management,Unpaid
female,1998-12-29,22.0,HT0112,2021-03-10,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90660fe1-ce95-11eb-a30e-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1992-08-23,28.0,HT0112,2021-03-11,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Facebook,Switching careers,90660fe2-ce95-11eb-a2b5-7c67a234f601,Delmas,HT0112,West,other,Unpaid
male,1994-05-12,27.0,HT0112,2021-03-12,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,90660fe3-ce95-11eb-8747-7c67a234f601,Delmas,HT0112,West,Computer Science,Unpaid
male,1988-01-01,33.0,HT0112,2021-03-13,HT01,Bachelors (bacc +4),Quisqueya University,Yes,Yes,Yes,Yes,LinkedIn,Improving my data analysis skills,906636ce-ce95-11eb-ba43-7c67a234f601,Delmas,HT0112,West,other,Unpaid
male,1981-08-11,39.0,HT0112,2021-03-13,HT01,Masters,other,Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906636cf-ce95-11eb-8679-7c67a234f601,Delmas,HT0112,West,Management,Credit Card/Paypal
male,1995-05-16,26.0,HT0521,2021-02-16,HT05,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Training to start my own company,906636d0-ce95-11eb-9875-7c67a234f601,Gros Morne,HT0521,Artibonite,Computer Science,Unpaid
male,1994-12-13,26.0,HT0118,2021-02-16,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Friend,Training to start my own company,906636d1-ce95-11eb-8379-7c67a234f601,Tabarre,HT0118,West,other,Unpaid
male,1992-11-06,28.0,HT0118,2021-02-17,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,No,LinkedIn,Improving my data analysis skills,90665dbc-ce95-11eb-8162-7c67a234f601,Tabarre,HT0118,West,Statistics,Moncash
male,1996-12-26,24.0,HT0118,2021-02-17,HT01,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90665dbd-ce95-11eb-bcc1-7c67a234f601,Tabarre,HT0118,West,Economics,Moncash
male,1996-12-26,24.0,HT0118,2021-02-17,HT01,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90665dbd-ce95-11eb-bcc1-7c67a234f601,Tabarre,HT0118,West,Computer Science,Moncash
female,1999-03-08,22.0,HT0118,2021-02-17,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,other,Improving my data analysis skills,90665dbe-ce95-11eb-b66a-7c67a234f601,Tabarre,HT0118,West,Statistics,Unpaid
female,1998-09-16,22.0,HT0118,2021-02-17,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,ESIH,Training to start my own company,90665dbf-ce95-11eb-a9b5-7c67a234f601,Tabarre,HT0118,West,Computer Science,Unpaid
male,1994-02-02,27.0,HT0118,2021-02-18,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,90665dc0-ce95-11eb-926f-7c67a234f601,Tabarre,HT0118,West,Computer Science,Moncash
male,1994-02-02,27.0,HT0118,2021-02-18,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,90665dc0-ce95-11eb-926f-7c67a234f601,Tabarre,HT0118,West,Management,Moncash
female,1992-08-27,28.0,HT0118,2021-02-18,HT01,Masters,Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90668798-ce95-11eb-86fc-7c67a234f601,Tabarre,HT0118,West,Computer Science,Moncash
male,1999-09-29,21.0,HT0118,2021-03-03,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,90668799-ce95-11eb-b4ec-7c67a234f601,Tabarre,HT0118,West,other,Unpaid
male,1998-11-27,22.0,HT0118,2021-03-06,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,9066879a-ce95-11eb-bafa-7c67a234f601,Tabarre,HT0118,West,Statistics,Unpaid
male,1988-09-17,32.0,HT0118,2021-03-07,HT01,Bachelors (bacc +4),unknown,No,unknown,Yes,No,LinkedIn,Improving my data analysis skills,9066879b-ce95-11eb-9d4a-7c67a234f601,Tabarre,HT0118,West,Management,Unpaid
male,1988-09-17,32.0,HT0118,2021-03-07,HT01,Bachelors (bacc +4),unknown,No,unknown,Yes,No,LinkedIn,Improving my data analysis skills,9066879b-ce95-11eb-9d4a-7c67a234f601,Tabarre,HT0118,West,Economics,Unpaid
male,1997-11-23,23.0,HT0118,2021-03-09,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066abb5-ce95-11eb-aa16-7c67a234f601,Tabarre,HT0118,West,Statistics,Unpaid
male,1997-11-23,23.0,HT0118,2021-03-09,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066abb5-ce95-11eb-aa16-7c67a234f601,Tabarre,HT0118,West,Economics,Unpaid
male,1996-10-20,24.0,HT0113,2021-02-16,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,No,Friend,Improving my data analysis skills,9066abb6-ce95-11eb-b526-7c67a234f601,Carrefour,HT0113,West,Statistics,Unpaid
male,1991-11-25,29.0,HT0113,2021-02-16,HT01,Bachelors (bacc +4),unknown,Yes,No,Yes,Yes,Friend,Improving my data analysis skills,9066abb7-ce95-11eb-846d-7c67a234f601,Carrefour,HT0113,West,Economics,Unpaid
male,1991-11-27,29.0,HT0113,2021-02-16,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066abb8-ce95-11eb-b61d-7c67a234f601,Carrefour,HT0113,West,Economics,Unpaid
male,1991-11-27,29.0,HT0113,2021-02-16,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066abb8-ce95-11eb-b61d-7c67a234f601,Carrefour,HT0113,West,Statistics,Unpaid
male,1996-02-26,25.0,HT0113,2021-02-16,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),Yes,Yes,No,Yes,Facebook,Improving my data analysis skills,9066abb9-ce95-11eb-af6a-7c67a234f601,Carrefour,HT0113,West,Statistics,Unpaid
male,1996-02-26,25.0,HT0113,2021-02-16,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),Yes,Yes,No,Yes,Facebook,Improving my data analysis skills,9066abb9-ce95-11eb-af6a-7c67a234f601,Carrefour,HT0113,West,Economics,Unpaid
female,1991-02-28,30.0,HT0113,2021-02-16,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Bootcamp Alumni,Finding a job/internship,9066d2aa-ce95-11eb-b221-7c67a234f601,Carrefour,HT0113,West,other,Unpaid
male,1997-10-13,23.0,HT0113,2021-02-17,HT01,Bachelors (bacc +4),other,No,unknown,Yes,No,Ayiti Analytics Website,Training to start my own company,9066d2ab-ce95-11eb-be67-7c67a234f601,Carrefour,HT0113,West,Economics,Moncash
male,1990-09-23,30.0,HT0113,2021-02-17,HT01,Bachelors (bacc +4),Université INUKA,No,unknown,Yes,Yes,Facebook,Finding a job/internship,9066d2ac-ce95-11eb-8752-7c67a234f601,Carrefour,HT0113,West,Computer Science,Unpaid
male,1995-07-08,25.0,HT0113,2021-02-17,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,WhatsApp,Training to start my own company,9066d2ad-ce95-11eb-82c7-7c67a234f601,Carrefour,HT0113,West,Computer Science,Unpaid
female,2000-01-28,21.0,HT0113,2021-02-17,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066faad-ce95-11eb-a4b7-7c67a234f601,Carrefour,HT0113,West,Management,Unpaid
female,2000-01-28,21.0,HT0113,2021-02-17,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066faad-ce95-11eb-a4b7-7c67a234f601,Carrefour,HT0113,West,Law,Unpaid
female,1995-02-05,26.0,HT0113,2021-02-17,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,9066faae-ce95-11eb-9b99-7c67a234f601,Carrefour,HT0113,West,Economics,Unpaid
female,1995-02-05,26.0,HT0113,2021-02-17,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,9066faae-ce95-11eb-9b99-7c67a234f601,Carrefour,HT0113,West,Statistics,Unpaid
male,2000-04-03,21.0,HT0113,2021-02-17,HT01,Other,unknown,No,unknown,No,No,Facebook,Improving my data analysis skills,9066faaf-ce95-11eb-beb4-7c67a234f601,Carrefour,HT0113,West,Computer Science,Moncash
male,1996-04-20,25.0,HT0113,2021-02-17,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9066fab0-ce95-11eb-ba75-7c67a234f601,Carrefour,HT0113,West,Economics,Unpaid
male,1996-04-20,25.0,HT0113,2021-02-17,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9066fab0-ce95-11eb-ba75-7c67a234f601,Carrefour,HT0113,West,Management,Unpaid
female,,26.0,HT0113,2021-02-18,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Facebook,Finding a job/internship,9066fab1-ce95-11eb-a4e2-7c67a234f601,Carrefour,HT0113,West,other,Unpaid
female,1992-06-30,28.0,HT0113,2021-02-18,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90672094-ce95-11eb-9bfe-7c67a234f601,Carrefour,HT0113,West,other,Unpaid
male,1995-09-19,25.0,HT0113,2021-02-19,HT01,Bachelors (bacc +4),other,No,unknown,Yes,No,Friend,Training to start my own company,90672095-ce95-11eb-a84d-7c67a234f601,Carrefour,HT0113,West,Computer Science,Unpaid
male,2000-02-19,21.0,HT0113,2021-02-22,HT01,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90672096-ce95-11eb-9663-7c67a234f601,Carrefour,HT0113,West,Computer Science,Unpaid
male,1988-12-12,32.0,HT0113,2021-02-22,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),Yes,Yes,Yes,No,Bootcamp Alumni,Improving my data analysis skills,90672097-ce95-11eb-b73b-7c67a234f601,Carrefour,HT0113,West,Economics,Moncash
male,1993-12-27,27.0,HT0113,2021-02-24,HT01,Masters,Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,90674789-ce95-11eb-ac21-7c67a234f601,Carrefour,HT0113,West,other,Moncash
male,1990-09-13,30.0,HT0113,2021-02-25,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Facebook,Switching careers,9067478a-ce95-11eb-bc48-7c67a234f601,Carrefour,HT0113,West,Computer Science,Unpaid
female,1995-02-15,26.0,HT0113,2021-02-26,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,Ayiti Analytics Website,Training to start my own company,9067478b-ce95-11eb-aba9-7c67a234f601,Carrefour,HT0113,West,Computer Science,Unpaid
