index,gender,dob,commune,created_at,department,education_level,university,current_employed,formal_sector_job,have_computer_home,internet_at_home,hear_AA_1,after_AA,quest_id,Commune_en,Commune_Id,Departement,Payment Method
166,male,26/06/1972,HT0114,2021-02-16,HT01,Masters,other,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90677022-ce95-11eb-911c-7c67a234f601,Petion-Ville,HT0114,West,
167,male,21/10/1982,HT0114,2021-02-16,HT01,High School (16 years),unknown,Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,90677023-ce95-11eb-8bd4-7c67a234f601,Petion-Ville,HT0114,West,
168,male,16/10/1995,HT0114,2021-02-16,HT01,Bachelors (bacc +4),unknown,Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,9067957a-ce95-11eb-aff1-7c67a234f601,Petion-Ville,HT0114,West,
169,male,09/06/1997,HT0114,2021-02-16,HT01,Other,unknown,No,unknown,No,Yes,Ayiti Analytics Website,Improving my data analysis skills,9067957b-ce95-11eb-a3f9-7c67a234f601,Petion-Ville,HT0114,West,Moncash
170,male,22/04/1987,HT0114,2021-02-17,HT01,Bachelors (bacc +4),Quisqueya University,unknown,unknown,Yes,Yes,Instagram,Switching careers,9067957c-ce95-11eb-9346-7c67a234f601,Petion-Ville,HT0114,West,
171,male,09/04/1992,HT0114,2021-02-17,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,Yes,No,Yes,Friend,Switching careers,9067957d-ce95-11eb-82b5-7c67a234f601,Petion-Ville,HT0114,West,
172,male,01/10/1990,HT0114,2021-02-17,HT01,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Mentorship,9067bc86-ce95-11eb-b97f-7c67a234f601,Petion-Ville,HT0114,West,
173,male,11/05/1994,HT0114,2021-02-17,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9067bc87-ce95-11eb-977f-7c67a234f601,Petion-Ville,HT0114,West,
174,male,18/12/1994,HT0114,2021-02-18,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9067ce03-ce95-11eb-8fa0-7c67a234f601,Petion-Ville,HT0114,West,
175,male,28/05/1995,HT0114,2021-02-19,HT01,Other,unknown,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,9067e4bf-ce95-11eb-afb1-7c67a234f601,Petion-Ville,HT0114,West,
176,male,18/02/2021,HT0114,2021-02-19,HT01,Bachelors (bacc +4),other,No,unknown,Yes,No,WhatsApp,Training to start my own company,9067e4c0-ce95-11eb-bebe-7c67a234f601,Petion-Ville,HT0114,West,
177,male,21/10/1982,HT0114,2021-02-19,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,other,Improving my data analysis skills,9067e4c1-ce95-11eb-b85a-7c67a234f601,Petion-Ville,HT0114,West,
178,male,25/12/1992,HT0114,2021-02-19,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90680a68-ce95-11eb-9881-7c67a234f601,Petion-Ville,HT0114,West,
179,male,02/09/1997,HT0114,2021-02-20,HT01,High School (16 years),unknown,Yes,Yes,No,Yes,WhatsApp,Training to start my own company,90680a69-ce95-11eb-ac13-7c67a234f601,Petion-Ville,HT0114,West,
180,male,11/09/1995,HT0114,2021-02-21,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90680a6a-ce95-11eb-bf44-7c67a234f601,Petion-Ville,HT0114,West,Moncash
181,male,25/07/1993,HT0114,2021-02-21,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,90680a6b-ce95-11eb-ad05-7c67a234f601,Petion-Ville,HT0114,West,
182,female,14/11/1997,HT0114,2021-02-21,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Facebook,Mentorship,906836e2-ce95-11eb-b267-7c67a234f601,Petion-Ville,HT0114,West,
183,male,05/12/1996,HT0114,2021-02-21,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,Facebook,Training to start my own company,90685b18-ce95-11eb-99e6-7c67a234f601,Petion-Ville,HT0114,West,Moncash
184,male,24/04/1995,HT0114,2021-02-21,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,Friend,Training to start my own company,90687faf-ce95-11eb-ba86-7c67a234f601,Petion-Ville,HT0114,West,Moncash
185,male,30/09/1994,HT0114,2021-02-22,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Switching careers,90687fb0-ce95-11eb-a8e5-7c67a234f601,Petion-Ville,HT0114,West,
186,female,10/01/1983,HT0114,2021-02-25,HT01,Other,unknown,No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,9068a856-ce95-11eb-bbd6-7c67a234f601,Petion-Ville,HT0114,West,
187,female,25/07/1993,HT0114,2021-02-26,HT01,Other,unknown,No,unknown,Yes,No,Friend,Finding a job/internship,9068cd1e-ce95-11eb-a722-7c67a234f601,Petion-Ville,HT0114,West,
188,male,15/08/1994,HT0114,2021-02-26,HT01,Bachelors (bacc +4),other,No,unknown,No,Yes,Facebook,Finding a job/internship,9068cd1f-ce95-11eb-b712-7c67a234f601,Petion-Ville,HT0114,West,
189,male,11/10/1997,HT0114,2021-02-28,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9068f405-ce95-11eb-b487-7c67a234f601,Petion-Ville,HT0114,West,Moncash
190,male,03/01/1991,HT0114,2021-03-02,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),Yes,Yes,Yes,Yes,Facebook,Finding a job/internship,9068f406-ce95-11eb-8144-7c67a234f601,Petion-Ville,HT0114,West,
191,male,20/06/1995,HT0114,2021-03-06,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,9068f407-ce95-11eb-a25c-7c67a234f601,Petion-Ville,HT0114,West,
192,female,10/10/1975,HT0114,2021-03-10,HT01,Bachelors (bacc +4),unknown,No,unknown,Yes,unknown,Friend,Improving my data analysis skills,9068f408-ce95-11eb-9caf-7c67a234f601,Petion-Ville,HT0114,West,
193,male,12/12/1990,HT0114,2021-03-11,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,9068f409-ce95-11eb-971f-7c67a234f601,Petion-Ville,HT0114,West,
194,male,,HT0131,2021-02-16,HT01,Bachelors (bacc +4),Université INUKA,No,unknown,Yes,Yes,WhatsApp,Training to start my own company,90691afb-ce95-11eb-a4c3-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Moncash
195,male,16/05/1997,HT0131,2021-02-16,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,Instagram,Finding a job/internship,90691afc-ce95-11eb-98d0-7c67a234f601,Croix-Des-Bouquets,HT0131,West,
196,male,20/01/1993,HT0131,2021-02-16,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Friend,Switching careers,90691afd-ce95-11eb-b77d-7c67a234f601,Croix-Des-Bouquets,HT0131,West,
197,male,20/08/2000,HT0131,2021-02-17,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,ESIH,Training to start my own company,90691afe-ce95-11eb-bc64-7c67a234f601,Croix-Des-Bouquets,HT0131,West,
198,male,24/10/1992,HT0131,2021-02-19,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Friend,Training to start my own company,90694207-ce95-11eb-b358-7c67a234f601,Croix-Des-Bouquets,HT0131,West,
199,male,01/12/1988,HT0131,2021-02-20,HT01,Other,unknown,No,unknown,Yes,No,Facebook,Improving my data analysis skills,90694e10-ce95-11eb-b312-7c67a234f601,Croix-Des-Bouquets,HT0131,West,
200,male,23/04/1993,HT0131,2021-02-24,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,90694e11-ce95-11eb-838b-7c67a234f601,Croix-Des-Bouquets,HT0131,West,
201,male,27/06/1997,HT0131,2021-02-25,HT01,High School (16 years),unknown,No,unknown,Yes,No,Friend,Finding a job/internship,90694e12-ce95-11eb-812d-7c67a234f601,Croix-Des-Bouquets,HT0131,West,
202,male,19/11/1990,HT0131,2021-03-10,HT01,Other,unknown,No,unknown,Yes,Yes,Facebook,Finding a job/internship,90694e13-ce95-11eb-bb46-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Moncash
203,male,18/05/1997,HT0131,2021-03-12,HT01,Masters,Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906968f5-ce95-11eb-9e1a-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Credit Card/Paypal
204,male,27/02/1993,HT0434,2021-02-16,HT04,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9069789d-ce95-11eb-990c-7c67a234f601,Caracol,HT0434,North-East,
205,male,12/05/1995,HT0731,2021-02-16,HT07,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,Friend,Training to start my own company,9069789e-ce95-11eb-883e-7c67a234f601,Aquin,HT0731,South,
206,male,05/11/1996,HT0211,2021-02-16,HT02,High School (16 years),unknown,No,unknown,Yes,Yes,Friend,Training to start my own company,9069789f-ce95-11eb-9788-7c67a234f601,Jacmel,HT0211,South-East,Credit Card/Paypal
207,male,30/03/1999,HT0211,2021-02-19,HT02,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Friend,Finding a job/internship,90698fe9-ce95-11eb-a607-7c67a234f601,Jacmel,HT0211,South-East,
208,male,10/08/1997,HT0211,2021-02-19,HT02,Bachelors (bacc +4),other,No,unknown,Yes,Yes,other,Training to start my own company,90698fea-ce95-11eb-ae89-7c67a234f601,Jacmel,HT0211,South-East,
209,female,22/01/2020,HT0711,2021-02-16,HT07,Other,unknown,No,unknown,No,No,WhatsApp,Improving my data analysis skills,9069a205-ce95-11eb-be5a-7c67a234f601,Les Cayes,HT0711,South,
210,female,05/08/2021,HT0117,2021-02-17,HT01,Other,unknown,No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9069a206-ce95-11eb-9c6f-7c67a234f601,Cite Soleil,HT0117,West,
211,male,20/10/1992,HT0117,2021-02-18,HT01,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9069a207-ce95-11eb-9148-7c67a234f601,Cite Soleil,HT0117,West,
212,male,14/06/2000,HT0117,2021-03-01,HT01,Bachelors (bacc +4),Université INUKA,Yes,No,Yes,Yes,WhatsApp,Mentorship,9069b6e0-ce95-11eb-9f22-7c67a234f601,Cite Soleil,HT0117,West,
213,male,13/12/1994,HT0122,2021-02-17,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,WhatsApp,Switching careers,9069b6e1-ce95-11eb-8356-7c67a234f601,Petit-Goave,HT0122,West,
214,male,03/03/1992,HT0322,2021-02-17,HT03,Bachelors (bacc +4),unknown,No,unknown,No,No,Facebook,Improving my data analysis skills,9069cfab-ce95-11eb-97af-7c67a234f601,Plaine du Nord,HT0322,North,
215,male,18/07/1999,HT0121,2021-02-18,HT01,High School (16 years),unknown,No,unknown,Yes,No,Facebook,Training to start my own company,9069cfac-ce95-11eb-9487-7c67a234f601,Leogane,HT0121,West,
216,male,31/10/1983,HT0121,2021-03-10,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,No,Yes,Yes,LinkedIn,Improving my data analysis skills,9069ddd5-ce95-11eb-b041-7c67a234f601,Leogane,HT0121,West,
217,male,18/11/1998,HT0542,2021-02-18,HT05,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Training to start my own company,9069ddd6-ce95-11eb-988c-7c67a234f601,Petite Riviere de l'Artibonite,HT0542,Artibonite,
218,male,11/02/1991,HT0721,2021-02-19,HT07,Other,unknown,No,unknown,No,No,Friend,Improving my data analysis skills,9069ddd7-ce95-11eb-859c-7c67a234f601,Port-Salut,HT0721,South,
219,male,25/07/2021,HT0432,2021-02-19,HT04,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Finding a job/internship,9069ddd8-ce95-11eb-b0fb-7c67a234f601,Sainte Suzanne,HT0432,North-East,
220,male,13/01/1981,HT0134,2021-02-19,HT01,Bachelors (bacc +4),Université INUKA,No,unknown,Yes,Yes,Ayiti Analytics Website,Finding a job/internship,906a04c8-ce95-11eb-b468-7c67a234f601,Cornillon / Grand Bois,HT0134,West,Moncash
221,male,,HT0443,2021-02-19,HT04,High School (16 years),unknown,unknown,unknown,Yes,Yes,LinkedIn,Improving my data analysis skills,906a04c9-ce95-11eb-8f6a-7c67a234f601,Mombin Crochu,HT0443,North-East,
222,male,07/06/1976,HT0116,2021-02-19,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,No,WhatsApp,Mentorship,906a04ca-ce95-11eb-9b48-7c67a234f601,Gressier,HT0116,West,
223,male,25/03/1986,HT0531,2021-02-19,HT05,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,other,Finding a job/internship,906a04cb-ce95-11eb-9bc2-7c67a234f601,Saint-Marc,HT0531,Artibonite,
224,male,10/09/1999,HT0531,2021-02-24,HT05,High School (16 years),unknown,Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906a04cc-ce95-11eb-b561-7c67a234f601,Saint-Marc,HT0531,Artibonite,
225,male,22/12/1988,HT0531,2021-03-04,HT05,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906a2d3f-ce95-11eb-a1ba-7c67a234f601,Saint-Marc,HT0531,Artibonite,
226,male,22/12/1988,HT0531,2021-03-07,HT05,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a2d40-ce95-11eb-bee9-7c67a234f601,Saint-Marc,HT0531,Artibonite,
227,female,14/08/1992,HT0133,2021-02-20,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,906a2d41-ce95-11eb-b7f9-7c67a234f601,Ganthier,HT0133,West,
228,male,21/06/1982,HT0123,2021-02-20,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,WhatsApp,Switching careers,906a2d42-ce95-11eb-a3de-7c67a234f601,Grand-Goave,HT0123,West,
229,male,18/07/2021,HT0421,2021-02-20,HT04,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906a52b4-ce95-11eb-b9bd-7c67a234f601,Ouanaminthe,HT0421,North-East,
230,male,06/01/1991,HT0421,2021-02-20,HT04,Bachelors (bacc +4),other,No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,906a52b5-ce95-11eb-9ece-7c67a234f601,Ouanaminthe,HT0421,North-East,
231,male,09/02/1997,HT0421,2021-02-21,HT04,Other,unknown,No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,906a52b6-ce95-11eb-935f-7c67a234f601,Ouanaminthe,HT0421,North-East,
232,male,12/04/1980,HT0532,2021-02-21,HT05,Other,unknown,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a52b7-ce95-11eb-9c4b-7c67a234f601,Verrettes,HT0532,Artibonite,Credit Card/Paypal
233,male,22/01/1984,HT0532,2021-02-22,HT05,Other,unknown,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a79ab-ce95-11eb-a1b8-7c67a234f601,Verrettes,HT0532,Artibonite,Moncash
234,male,28/03/1985,HT0532,2021-03-04,HT05,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906a79ac-ce95-11eb-9f8a-7c67a234f601,Verrettes,HT0532,Artibonite,Moncash
235,male,24/02/1997,HT0342,2021-02-21,HT03,Other,unknown,Yes,No,Yes,No,Facebook,Finding a job/internship,906a79ad-ce95-11eb-b186-7c67a234f601,Dondon,HT0342,North,
236,male,16/09/1995,HT0311,2021-02-21,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,No,Yes,Yes,Facebook,Finding a job/internship,906a79ae-ce95-11eb-98c3-7c67a234f601,Cap-Haitien,HT0311,North,
237,male,19/04/1987,HT0311,2021-02-21,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,No,Friend,Improving my data analysis skills,906a79af-ce95-11eb-bd36-7c67a234f601,Cap-Haitien,HT0311,North,
238,male,09/08/1991,HT0311,2021-03-03,HT03,Other,unknown,No,unknown,Yes,No,Facebook,Mentorship,906aa0a0-ce95-11eb-8355-7c67a234f601,Cap-Haitien,HT0311,North,
239,male,22/02/1987,HT0311,2021-03-05,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906aa0a1-ce95-11eb-899e-7c67a234f601,Cap-Haitien,HT0311,North,
240,male,16/07/1995,HT0311,2021-03-12,HT03,Bachelors (bacc +4),Quisqueya University,No,unknown,Yes,Yes,Facebook,Training to start my own company,906aa0a2-ce95-11eb-90cb-7c67a234f601,Cap-Haitien,HT0311,North,
241,male,17/04/1992,HT0611,2021-02-21,HT06,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Switching careers,906aa0a3-ce95-11eb-9611-7c67a234f601,Hinche,HT0611,Centre,
242,male,30/03/1983,HT0115,2021-02-23,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Friend,Training to start my own company,906ac788-ce95-11eb-a6f7-7c67a234f601,Kenscoff,HT0115,West,
243,male,14/12/1993,HT0313,2021-02-25,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Switching careers,906b1739-ce95-11eb-8944-7c67a234f601,Limonade,HT0313,North,
244,male,25/07/1997,HT0921,2021-02-27,HT09,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,906b173a-ce95-11eb-b3d4-7c67a234f601,Saint-Louis du Nord,HT0921,North-West,
245,male,15/02/1994,HT0621,2021-03-02,HT06,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906b3c84-ce95-11eb-8c2a-7c67a234f601,Mirebalais,HT0621,Centre,Moncash
246,male,08/10/1990,HT0621,2021-03-10,HT06,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906b3c85-ce95-11eb-9b87-7c67a234f601,Mirebalais,HT0621,Centre,
247,male,28/12/1993,HT0621,2021-03-14,HT06,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906b3c86-ce95-11eb-b6a7-7c67a234f601,Mirebalais,HT0621,Centre,Credit Card/Paypal
248,male,17/04/1992,HT0412,2021-03-08,HT04,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906b65e2-ce95-11eb-8b5c-7c67a234f601,Ferrier,HT0412,North-East,Moncash
249,male,22/07/1993,HT1012,2021-03-10,HT10,Masters,other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906b65e3-ce95-11eb-a294-7c67a234f601,Petite Riviere de Nippes,HT1012,Nippes,Moncash
